52,30,136,52,39,34,136,25,39,25
82,32,868,82,667,76,876,73,669,73
51,26,130,51,24,31,130,31,24,31
50,31,120,50,36,34,120,30,36,30
62,38,249,62,95,46,249,41,95,41
1,1,0,1,0,1,0,1,0,1
174,83,54251,174,11251,147,54257,133,11257,133
1,1,0,1,0,1,0,1,0,1
47,22,93,47,13,25,93,24,13,24
85,43,837,85,141,54,837,39,141,39
92,45,1279,92,335,63,1280,56,336,56
194,96,82457,194,8307,145,82461,102,8311,102
202,123,94753,202,14095,155,94756,110,14097,110
200,6,92973,200,32919,173,93018,173,32928,173
203,105,95370,203,12971,152,95375,117,12976,117
223,68,163387,223,37489,195,163393,172,37494,172
270,126,429174,270,168923,233,429184,223,168932,223
307,188,593240,307,139255,247,593248,189,139261,189
312,41,713611,312,377407,295,713626,284,377421,284
395,209,1252201,395,70901,245,1252208,197,70907,197
364,110,1014888,364,337669,337,1014904,308,337684,308
